Gene,signalvalue
PRDM10,82.8318556
VPS26B,66.43025961
LOC645177,132.1678335
TMEM132B,53.86739756
RAD52,62.98668256
BORCS5,57.8609241
SOX5,64.32983529
FAR2,69.58488191
NELL2,54.60786959
SYT1,153.772658
OTOGL,50.72242657
METTL25,78.75979327
ANKS1B,64.00183749
C12orf42,179.3960472
CHST11,70.17902452
WSB2,149.562063
CACNA1C,128.9169628
CRACR2A,60.70164966
PLEKHG6,61.01083381
CLEC2D,159.9098656
PRH1-PRR4,50.75180354
PRH1,50.75180354
PRH1-TAS2R14,50.75180354
ETV6,104.1313321
LRP6,81.92482082
DUSP16,145.0170838
GPR19,78.00822996
GRIN2B,88.40618073
ATF7IP,100.3182828
GUCY2C,53.23532297
RERG,50.13344005
ETNK1,110.3261381
BCAT1,152.2093483
ITPR2,219.6839203
TM7SF3,121.9598312
TMTC1,87.99896628
AMN1,170.179186
CPNE8,80.13401765
ABCD2,58.10653823
SLC2A13,84.51737356
LRRK2,105.4746848
PRICKLE1,69.8116221
SLC38A1,58.31720446
LOC100288798,70.45458737
GALNT6,54.41101034
NCKAP1L,54.17612719
TBC1D30,55.16328088
HMGA2,89.66687128
IFNG,96.81789264
CNOT2,128.0461921
NAV3,65.43728553
PPP1R12A,74.67757481
LIN7A,88.53892132
POC1B,70.27116751
LOC643339,87.30364327
CRADD,95.19159082
PLXNC1,185.0310931
FGD6,56.68372309
NTN4,83.73844111
CDK17,96.95616317
CFAP54,54.44807148
HSP90B1,68.8033584
SSH1,78.90653795
CUX2,67.40898061
ATXN2,108.0026718
OAS3,64.67965119
IQCD,129.1850643
TAOK3,108.9465922
BICDL1,97.94454715
WDR66,54.84232639
PITPNM2,83.27682853
DNAH10,70.66245411
LOC101927592,56.34186293
GLT1D1,97.49165787
ADGRD1,72.04740969
C12orf4,117.7848656
RAD51AP1,117.7848656
CDCA3,58.68434032
USP5,58.68434032
C12orf57,61.43127349
PTPN6,65.4825677
MFAP5,180.4775745
KLRG1,69.16816462
LOC374443,56.49268631
CLECL1,52.22956109
LOC101928100,67.77328486
KLRC4-KLRK1,67.77328486
PLBD1-AS1,53.23532297
HIST4H4,50.83476204
ARHGDIB,54.47444111
LOC105369691,110.3261381
C12orf77,132.1678335
DENND5B-AS1,65.49998207
SCAF11,50.60177142
ITGB7,91.27476317
SARNP,63.56522396
ORMDL2,63.56522396
RPS26,94.50849795
HSD17B6,69.20423884
NEMP1,50.70022259
CAND1,75.34949867
IFNG-AS1,72.70209901
ZFC3H1,61.43185762
E2F7,64.35087848
LOC101928617,113.1881845
LTA4H,77.53434615
IKBIP,67.39773174
MYBPC1,57.27283108
IGF1,69.6599818
TTC41P,68.8033584
MIR3652,68.8033584
KCCAT198,69.99342751
ISCU,86.79423704
SELPLG,69.67536111
MIR4496,95.2797823
ANKRD13A,120.802396
RAD9B,215.2242465
HVCN1,101.8638753
MYL2,62.2302946
PTPN11,71.62232696
MAP1LC3B2,105.5069397
SIRT4,75.38212693
MLEC,52.37275422
OASL,52.17628875
P2RX7,112.8300333
BCL7A,52.39171097
CCDC62,75.078022
MIR8072,76.82881966
UBC,74.766927
MIR5188,74.766927
LINC00944,77.81482089
SLC15A4,59.65861324
LRCH1,102.5999457
KLF12,61.74904864
LINC00333,73.24084713
COL4A2,58.26283965
SGCG,52.92725407
SACS,64.20709136
MIPEP,323.3825899
SPATA13,72.59485371
USP12,119.4417081
PAN3,242.8298543
LINC00426,68.67577285
HMGB1,58.62618142
ALOX5AP,217.8227346
LINC00423,58.35995648
STARD13,137.7629331
LHFP,51.53998787
COG6,57.49201744
LINC00598,117.0715695
FOXO1,69.87295953
ELF1,108.0696086
VWA8,211.9370448
EPSTI1,80.77306552
SIAH3,53.9146681
RUBCNL,142.885443
LINC00462,89.06893947
CAB39L,76.68229304
SETDB2-PHF11,76.68229304
DLEU2,117.7911943
DLEU1,106.4512853
RNASEH2B,63.61529584
DIAPH3,50.31305767
TBC1D4,67.79818001
LMO7,117.9626082
ABCC4,87.02614507
CLDN10,52.71314875
HS6ST3,100.6349013
STK24,187.6947674
UBAC2,238.9310607
CLYBL,92.21660473
LOC101927437,92.21660473
ITGBL1,62.34988009
MYO16,94.47672427
ATP11A,141.9405164
CRYL1,81.73486737
USP12-AS1,119.4417081
RPL21,53.89084666
RPL21P28,53.89084666
KL,119.0161655
PROSER1,95.99708401
COG3,60.89377319
ZC3H13,56.66032449
LCP1,52.46331921
SETDB2,76.68229304
RCBTB1,55.19017189
CKAP2,111.443549
LECT1,169.2471395
CLN5,57.20373539
SLAIN1,66.02633449
LINC00446,81.19965565
DZIP1,52.71314875
PCID2,196.2227381
GPHN,114.118371
NPAS3,118.7249806
KIAA0391,73.76828004
GNG2,61.92895288
PELI2,64.06389143
EXOC5,57.2319592
DAAM1,124.2275152
PRKCH,130.7991069
PPP2R5E,56.845833
FUT8,66.3896466
RDH11,56.29239292
STXBP6,192.9630248
HECTD1,135.2631386
BRMS1L,71.65662597
LINC00871,129.7241769
MAP4K5,96.91562438
NIN,72.66296282
DDHD1,121.587275
SAMD4A,72.64249827
KIAA0586,148.4141012
MNAT1,57.03575305
SYT16,162.9132576
ESR2,91.89021711
MTHFD1,88.30606174
RAD51B,92.18193564
SUSD6,127.4821907
SIPA1L1,57.84621955
RGS6,171.9018689
DPF3,62.89751331
NUMB,60.78855517
ELMSAN1,104.9535597
YLPM1,56.81751105
GPATCH2L,190.4998966
CEP128,79.95288408
TSHR,71.7090113
FOXN3,113.6796926
RPS6KA5,75.97463601
CCDC88C,80.43568755
SLC24A4,53.38589158
RIN3,82.38042465
LGMN,69.59712386
CLMN,148.4699021
EVL,69.00569967
TRAF3,105.1830439
DAD1,69.02325452
DCAF11,59.48870667
SEC23A,50.85069846
LINC01599,197.4257948
TMX1,50.21521072
PTGER2,57.45571151
TBPL2,61.10190537
AP5M1,57.2319592
TIMM9,148.4141012
EIF2S1,107.8243589
VTI1B,93.22746184
ZFYVE26,78.40330316
ADAM20P1,72.92852462
DNAL1,59.64076037
LINC01629,194.2025453
GALC,76.98655105
ZC3H14,73.61726851
GPR68,65.09031239
PPP4R3A,60.83819453
UBR7,53.63902646
ASB2,63.36493464
LOC101929080,144.9330714
TCL6,85.36382553
VRK1,81.58286138
WARS,81.88482481
MIR4539,156.6246046
ATP8B4,143.3433677
SLC12A6,68.64749404
TNFAIP8L3,53.91469107
UNC13C,133.2052926
FAM81A,320.5287474
RORA-AS1,178.1989929
RORA,178.1989929
DENND4A,82.86018115
MYO9A,73.03641866
PEAK1,132.691195
AKAP13,70.94712299
CRTC3-AS1,137.4106235
FAM189A1,92.19096069
OTUD7A,52.26596817
FMN1,74.23050517
RYR3,60.84047804
C15orf41,60.28813671
FSIP1,109.1686806
C15orf52,72.08515909
FRMD5,57.69657523
GALK2,54.81672826
FAM227B,113.7286754
USP8,65.75598448
GLDN,57.86251632
MYO5C,51.45521752
MYO5A,75.2210217
TCF12,63.15215477
MYO1E,92.66067047
ZNF609,112.628697
CSNK1G1,202.1410023
MEGF11,101.4402248
SMAD3,453.4815557
IQCH,96.91113363
IQCH-AS1,96.91113363
MAP2K5,85.3131371
SCAPER,363.6645486
HMG20A,121.4736595
IL16,95.42744604
WHAMM,77.67036238
ADAMTSL3,51.34539657
ZNF710,95.35612446
SLCO3A1,267.8661711
FAM174B,111.3492589
MCTP2,119.7812492
IGF1R,84.80473739
LRRK1,96.40482385
IGHV1OR15-1,85.61357832
LOC102724760,85.61357832
NSMCE3,92.19096069
SRP14-AS1,73.74242975
BMF,76.94322199
C15orf57,118.3237193
TMEM87A,59.26695642
MFAP1,83.1177859
HMGN2P46,111.8604036
COPS2,54.81672826
NDUFAF4P1,54.81672826
FGF7,113.7286754
HDC,50.50971195
SPPL2A,51.96564509
BCL2L10,68.31734636
ONECUT1,52.46538016
LINC00926,58.60152819
RAB8B,101.7035996
TRIP4,78.81379886
RPL4,58.72725547
SNORD18A,58.72725547
ZWILCH,58.72725547
SMAD6,77.24310318
PCAT29,54.71656973
CSK,67.75138339
PPCDC,73.51854336
PSTPIP1,88.81556307
TSPAN3,91.88464002
TBC1D2B,64.46209004
CTSH,50.76029599
HDGFRP3,178.2225186
ALPK3,135.2216168
ISG20,71.51371527
IDH2,70.45330546
SEMA4B,50.86284025
LINC01585,137.4106235
LINC00924,90.10461057
CHSY1,157.6342887
SNX29,62.84120016
PARN,52.64176446
PRKCB,100.0581181
NSMCE1,139.8958017
SNX29P2,103.571263
ABCC11,59.76349155
RBL2,115.5367288
WWOX,185.855181
BANP,198.3946954
ABCA3,70.98521078
CREBBP,82.49691924
CORO7-PAM16,80.0033179
CORO7,80.0033179
GRIN2A,101.0510495
CIITA,84.87920778
TVP23A,97.53053633
CLEC16A,93.55164663
CPPED1,54.73056017
SHISA9,141.2868103
XYLT1,127.8867136
SYT17,78.20244832
SNX29P1,156.2243431
METTL9,206.9402062
VWA3A,60.95022693
SCNN1B,60.00188544
XPO6,286.6368444
ITFG1,84.80342465
MIR5095,403.8046332
N4BP1,140.9568234
PAPD5,68.97539024
CHD9,83.86089529
CDH1,140.8257443
SNTB2,204.4427861
AP1G1,78.32947792
GLG1,57.65377717
PLCG2,81.60217506
ANKRD11,156.0251619
UBE2I,54.40266585
ZC3H7A,62.92451123
TNFRSF17,84.93407234
LOC102723692,80.13459681
RPS15A,73.11161672
TMC5,67.54524653
CRYM,90.59620844
IGSF6,206.9402062
UQCRC2,120.6013352
GGA2,59.15651615
DCTN5,66.15900925
LINC01567,65.7742175
ARHGAP17,80.59090002
IL21R,112.2344538
IL21R-AS1,112.2344538
CLN3,176.49904
ITGAL,186.90341
BCL7C,69.22611847
MIR762HG,69.22611847
ITGAX,64.02211915
ZNF267,55.58761986
NOD2,59.96198235
HERPUD1,65.78899721
NLRC5,52.59808419
ADGRG5,142.5204062
NOL3,67.89051837
PRMT7,73.08511818
MIR7641-2,58.56607459
TMED6,85.2617813
ST3GAL2,58.33738269
HSBP1,52.63223446
COTL1,209.9740797
LOC102724467,64.6433586
IL17C,92.38671756
ZNF778,59.24399308
ABCA6,70.56118578
ABR,62.22656326
SMG6,130.2092159
RABEP1,50.58091957
STX8,78.88458297
TOM1L2,81.55717177
PHF12,56.73821021
LOC101927018,56.73821021
EZH1,149.6076489
MBTD1,65.36494871
MSI2,96.27749795
BRIP1,74.8016351
CEP112,85.88802296
DNAH17,389.7980461
RPTOR,53.62114388
TBCD,54.33834707
METTL16,62.90565239
ITGAE,168.244351
LOC100130950,87.3803269
WRAP53,65.35085131
GAS7,182.5482843
COX10,50.88449615
ADORA2B,200.2675204
PIGL,53.93676812
KSR1,116.8080893
NLK,86.93085509
SSH2,244.6878265
MYO1D,524.1723647
RAD51L3-RFFL,52.32058246
TADA2A,89.70965423
IKZF3,91.17393718
STAT3,86.20654555
ATP6V0A1,88.76335136
MAP3K14,58.78521114
KANSL1,74.08828209
CALCOCO2,53.07031054
SPAG9,81.11752898
RNF43,67.65402966
TEX14,89.76397005
TRIM37,67.21770834
VMP1,138.0195707
BCAS3,65.32978156
CEP95,70.95849887
SMURF2,78.27221316
GNA13,67.60375513
RGS9,60.10509378
PRKCA,376.4334148
HELZ,63.27603647
PITPNC1,121.1997864
PRKAR1A,110.8982803
LINC00673,113.7206834
UNK,51.50163152
9-Sep,133.0481643
RNF213,101.6962636
CCDC57,83.12156425
FOXK2,52.92489517
YWHAE,50.32377789
RPA1,60.03423218
P2RX5-TAX1BP3,63.06155765
P2RX5,63.06155765
SCIMP,87.3803269
NUP88,83.81935379
RPAIN,51.34926205
GABARAP,94.56918994
ZBTB4,59.86229038
POLR2A,59.86229038
TP53,65.35085131
TMEM107,50.35274047
PIK3R6,92.95230263
PIK3R5,59.32963319
UBB,124.056447
LRRC75A-AS1,92.03171687
SNORD49B,92.03171687
SNORD49A,92.03171687
TNFRSF13B,67.48755823
FLCN,56.28382145
LGALS9C,55.45846867
PRPSAP2,67.27320082
EPN2,109.5534909
EPN2-IT1,109.5534909
NUFIP2,57.09356093
NSRP1,175.4635145
RFFL,52.32058246
SLFN13,74.11402886
TAF15,74.47776412
CCL3,178.008697
CCL4,176.917749
GGNBP2,132.1573178
RPL19,51.7398219
RARA,50.62605116
IGFBP4,56.06417703
TNS4,68.47904276
CCR7,62.31147297
PSMC3IP,50.8131827
MEOX1,65.44745012
DBF4B,67.13829609
NMT1,118.559138
HEXIM1,117.2321619
HEXIM2,50.57084174
KANSL1-AS1,59.58276274
OSBPL7,66.86159154
ZNF652,109.6076758
LOC100288866,54.14099495
PPP1R9B,79.16270457
LOC101927230,67.76891428
LRRC59,91.45928961
UTP18,88.99669497
SCPEP1,60.78304316
VEZF1,51.13623621
TSPOAP1,96.95591911
TSPOAP1-AS1,96.95591911
RAD51C,57.25657876
SMG8,50.55233244
CLTC,71.82986479
DDX5,70.95849887
LOC101928021,63.27603647
UBALD2,62.13880416
PTPRM,58.12706473
LINC01478,68.63562143
MYOM1,121.7252916
DLGAP1,87.45739077
L3MBTL4,77.77954577
APCDD1,51.57904495
LDLRAD4,58.60748978
TMEM241,227.4673884
NOL4,60.66914878
LINC00907,62.80024618
CTIF,138.4062789
WDR7,80.46576589
PIGN,55.74397543
BCL2,118.0688878
ZNF407,98.65738478
YES1,56.4220728
RAB31,52.75668296
PIEZO2,183.7490257
GNAL,55.38448421
PTPN2,83.3666303
CEP192,97.24324498
TTC39C,69.34966505
PSMA8,90.97255209
B4GALT6,67.981268
KLHL14,80.80569961
DTNA,86.48565191
FHOD3,106.9012438
PIK3C3,134.1442473
SETBP1,192.974038
EPG5,122.465896
PIAS2,202.2021477
DYM,82.87955633
MYO5B,139.1133974
TCF4,75.92161976
ALPK2,65.11744317
RTTN,186.4429604
ZNF516,62.39319395
MBP,156.3758861
ATP9B,53.54361203
PARD6G,118.5540561
MYL12A,136.2823009
DLGAP1-AS5,72.28115432
NDUFV2,102.7781938
CABLES1,143.9061302
RPRD1A,94.41501712
RPL17-C18orf32,207.6650444
RPL17,207.6650444
SNORD58A,207.6650444
SNORD58B,207.6650444
ME2,50.25790715
MBD2,171.181673
SNORA37,119.2314793
POLI,123.4389935
LINC01539,56.79656199
PMAIP1,63.07867686
CD226,301.958581
LIPE-AS1,71.98308778
DOT1L,77.51338452
GNG7,277.4828537
KHSRP,51.0113067
INSR,147.1595252
PPAN-P2RY11,78.36451131
DNM2,73.31618044
SMARCA4,83.44985976
LOC105372288,117.0684588
EPS15L1,75.05299532
NWD1,55.2079904
HAUS8,179.8225685
MYO9B,119.4669327
ELL,79.09824545
GATAD2A,67.74023802
ZNF101,76.39502261
SIPA1L3,50.59091296
RYR1,287.3250732
SPTBN4,126.4570702
MIA-RAB4B,97.91459935
RAB4B,97.91459935
RAB4B-EGLN2,97.91459935
SLC8A2,56.87906881
ARID3A,71.05905958
TMEM259,52.55187307
RNU6-2,52.55187307
ARHGAP45,53.48648609
FEM1A,55.28375699
TNFSF14,56.56521237
FCER2,471.7077805
ANGPTL6,50.46492462
PPAN,78.36451131
PDE4A,79.78004956
KRI1,124.3318073
CDKN2D,124.3318073
MIR638,73.31618044
LDLR,57.28793042
SWSAP1,55.3625922
LOC101928464,119.0075799
ZNF791,59.37737101
WDR83,109.0563183
WDR83OS,109.0563183
MIR5684,73.96514675
SYCE2,84.77085212
LYL1,116.074843
CLEC17A,102.1703103
ADGRE3,122.5046997
RAB8A,67.66198814
MED26,52.76220064
TDRD12,53.98641238
DPF1,76.96360043
GMFG,53.94608202
LGALS17A,80.54674994
PRX,64.49391519
BLVRB,126.4570702
NUMBL,54.04176939
MIA,97.91459935
CEACAM3,93.12432655
CD79A,52.71600434
CIC,64.16608262
CEACAM1,71.98308778
RELB,53.03650944
GEMIN7,108.135868
PPP1R13L,51.97640374
CD3EAP,51.97640374
IRF2BP1,54.95329764
SPHK2,74.08929001
CD37,125.1742165
PRMT1,57.41291349
PTOV1-AS1,51.22021491
NAPSB,154.8213809
MGC45922,56.1785571
SIGLEC5,70.60294239
ZNF808,124.5666364
ZNF83,226.4379739
PPP6R1,72.73558697
PLCB1,188.5160841
SLX4IP,139.0040619
MACROD2,92.46650568
RBL1,116.6602427
RPRD1B,62.59719113
ESF1,57.42006914
KIF16B,58.70455632
SLC24A3,50.74567064
RALGAPA2,67.4714011
ZNF341,69.32903176
ITCH,73.66641215
PHF20,194.0531707
EPB41L1,81.96400712
PPP1R16B,215.9835026
DHX35,52.90844415
CHD6,53.46776067
MYBL2,70.27063187
ADA,68.86719752
STK4,50.93703181
ZMYND8,61.3501368
PREX1,58.46632763
SLC9A8,79.3536115
PTPN1,67.3606091
NFATC2,76.75186639
PMEPA1,67.74790784
STX16-NPEPL1,57.17134604
LOC100505771,85.86810701
TGM3,55.48740721
PANK2,124.4596879
MKKS,70.0930862
LOC339593,52.94857514
LOC613266,57.18272346
KIF3B,71.61933551
DLGAP4-AS1,95.95776743
TGIF2-C20orf24,50.36632311
TTI1,66.78311419
STK4-AS1,61.6629204
SYS1,197.3880373
SYS1-DBNDD2,197.3880373
PIGT,51.54906473
ACOT8,52.33385129
ZSWIM3,52.33385129
ZNF335,85.08465228
ELMO2,53.19634878
B4GALT5,130.3949291
BCAS1,90.12279883
ZBP1,66.75762848
STX16,57.17134604
GMEB2,85.86810701
SAMD10,93.83114081
TIAM1,50.07626336
IFNAR2,138.6499775
TEKT4P2,61.94174765
SAMSN1,202.1993915
NRIP1,57.25768147
USP25,53.06822172
RUNX1,77.88740776
LOC100133286,78.53625989
CLDN14,53.15992363
UMODL1,109.4535036
ABCG1,112.8167925
AGPAT3,61.80479222
ADARB1,106.8644085
PAXBP1,159.3057795
C21orf62-AS1,159.3057795
LINC00649,77.26275425
LOC101928126,60.60251177
SMIM11A,55.71692221
SMIM11B,55.71692221
KCNJ15,78.07979512
SLC37A1,111.4826414
PTTG1IP,57.700928
PRMT2,53.50487799
PITPNB,65.57090533
ZNRF3,77.31946127
MYH9,53.86138705
POLDIP3,65.56591669
ATXN10,55.06934943
MICAL3,64.32719934
TANGO2,54.41988787
MAPK1,308.0689897
RSPH14,70.51130363
SPECC1L,51.51148604
SPECC1L-ADORA2A,51.51148604
KIAA1671,80.48882848
CRYBB1,50.65222225
KREMEN1,52.09676108
ZMAT5,100.3433596
EIF4ENIF1,70.30583022
SFI1,60.63584505
LINC01399,69.63572284
RBFOX2,58.73319453
TMEM184B,57.18695311
TNRC6B,56.09806354
TCF20,55.24124948
PACSIN2,59.00042832
PARVB,250.4963009
BCL2L13,123.1519502
CCDC117,80.18976468
UQCR10,100.3433596
PES1,53.00097111
CSNK1E,56.19035094
LOC400927-CSNK1E,56.19035094
CBX6,85.06534592
APOBEC3A_B,53.43456219
APOBEC3B,53.43456219
GRAP2,123.7838738
PHF5A,65.56132592
ACO2,65.56132592
SREBF2,73.03933458
NFAM1,51.00140463
FAM118A,228.129221
