Gene,signalvalue
CLIC1,52.30360015
C2,77.10631999
TAP2,55.36412802
PSMB8,55.36412802
UHRF1BP1,130.5286907
ETV7,56.61501848
PXT1,53.02895433
C6orf89,91.75134851
TBC1D22B,54.65952017
FOXP4-AS1,140.8633239
CNPY3,140.0010507
CNPY3-GNMT,140.0010507
ADGRF4,91.40989365
ELOVL5,54.98711224
LOC101930010,53.86112874
KCNQ5-IT1,139.2469828
EEF1A1,207.2294133
COX7A2,57.62052231
CGA,192.4980349
AKIRIN2,57.19275502
SRSF12,61.50455136
GABRR2,61.16513034
RRAGD,73.87225449
PRDM13,54.06909068
PRDM1,158.5027816
AIM1,110.1065946
CD164,57.02910934
TRAF3IP2-AS1,113.0603573
LOC101927686,144.5748801
FRK,114.9064453
ZUFSP,65.10231536
ASF1A,70.15434865
HSF2,187.463866
LOC643623,86.64718288
NCOA7-AS1,186.3466096
C6orf58,51.2396979
STX7,56.95787564
VNN2,55.12884791
TBPL1,59.30872972
LOC101928231,56.06778464
LINC01010,56.06778464
HBS1L,160.2786841
MIR3662,160.2786841
HEBP2,109.0484101
REPS1,70.5233511
LINC01277,65.43629672
PHACTR2-AS1,117.8834226
ZC2HC1B,84.32583554
STX11,53.68309197
LOC105378047,128.7709445
MIR3163,95.08366556
SERAC1,69.03677561
TAGAP,90.58953975
PLG,120.5180584
BBS9,57.075402
CDK6,169.1579622
CTTNBP2,66.64882596
C7orf50,85.92553507
MAD1L1,60.34601685
WIPI2,54.2008256
CYTH3,122.9650013
THSD7A,112.8186495
CCM2,52.09836364
ABCA13,171.1335418
VOPP1,112.1560527
AUTS2,282.6711649
CACNA2D1,111.7995477
ABCB4,101.0861024
TRRAP,53.14213747
ZKSCAN1,69.96814458
CUX1,77.66500735
NAMPT,128.4543718
NRCAM,52.30896601
IMMP2L,77.97496966
FOXP2,51.42096803
LVCAT5,82.11383558
POT1-AS1,71.7428679
GRM8,149.1073261
AHCYL2,99.73459147
MKLN1,55.95776351
EXOC4,146.1346583
DGKI,105.0313378
HIPK2,134.3432352
BRAF,60.66976282
AMZ1,138.2907375
GNA12,138.2907375
RBAK-RBAKDN,214.6913184
USP42,67.97283552
RPA3,115.8192572
UMAD1,152.0934935
LOC100505921,81.72152354
ICA1,90.91158843
ANKMY2,68.12103543
SNX13,72.47742257
LOC101927668,53.66320189
MACC1,66.5965819
DNAH11,51.18530074
IGF2BP3,82.95040441
MPP6,75.13484165
DFNA5,70.97297227
OSBPL3,55.8662968
JAZF1,198.2111998
CREB5,198.7864384
SCRN1,59.69100882
PDE1C,95.12085386
DPY19L1P1,73.76041684
DPY19L1,53.41864024
EEPD1,57.21400853
ELMO1,142.3473144
LINC01449,63.69882348
INHBA-AS1,80.80763576
HECW1,132.854551
STK17A,267.270065
CAMK2B,55.69330613
OGDH,153.9959263
TNS3,54.51908105
PKD1L1,106.0283552
IKZF1,113.6910386
EGFR,69.27496404
RABGEF1,65.41250074
HIP1,133.2238353
CCDC146,293.1017611
RSBN1L,65.88209566
GNAI1,60.53474592
LOC100128317,58.63328517
HGF,58.78971388
SEMA3E,51.61015973
STEAP2-AS1,159.3870286
CDK14,108.4315315
LOC101927497,135.4830779
SGCE,113.9377881
SLC25A13,51.73290514
AGFG2,102.4913993
FBXL13,123.1557617
ATXN7L1,173.9000164
LRRN3,57.4213679
LINC01392,198.9739823
ST7,184.5297193
ST7-AS2,131.3015335
ASZ1,111.6167814
KCND2,174.078105
CPED1,247.1065657
POT1,258.6182171
SND1,75.05243203
CCDC136,57.35818614
KLHDC10,108.8870624
LINC-PINT,203.1519839
CALD1,126.2302968
AGBL3,95.9347372
WDR91,129.1569795
CNOT4,74.71999122
LOC349160,172.5380475
CREB3L2,209.6865909
TBXAS1,73.07650907
KDM7A,72.59040672
AGK,102.9210536
TPK1,54.18158339
ZNF767P,57.60009409
PAXIP1-AS1,63.43132814
RBM33,89.28068413
LMBR1,52.79716108
DNAJB6,62.44317107
NCAPG2,118.5066536
SUN1,72.22435734
ADAP1,108.6134172
MRM2,63.07785119
RBAK,214.6913184
EIF2AK1,71.82635264
ZNF12,96.59273414
LOC101927354,100.4267197
VWDE,62.06563508
SCIN,62.96355721
LOC100506098,62.93666362
CDCA7L,137.6257251
STEAP1B,111.4300479
FAM126A,86.69648557
JAZF1-AS1,123.0605505
ZNRF2,60.91336748
AVL9,72.7514593
YAE1D1,64.81144168
LOC100506895,69.2368225
COA1,120.5765137
BLVRA,67.81209961
FIGNL1,151.4997259
PMS2P3,81.44161435
LOC100133091,60.12683208
GSAP,96.01544351
APTR,65.88209566
GNAT3,108.3047568
CD36,103.3441972
TMEM243,81.98777258
FZD1,179.924577
BAIAP2L1,62.58806257
PILRA,87.56913121
SERPINE1,61.9685366
LOC100289561,139.1227122
LOC100630923,139.1227122
PIK3CG,224.0277843
TMEM168,67.9330666
MDFIC,75.22751992
ST7-AS1,97.90128601
ST7-OT4,97.90128601
FAM3C,93.91786981
TNPO3,184.9605822
TMEM209,65.6366041
CPA5,60.70693355
LOC101928861,82.564244
AKR1B15,99.83812763
C7orf49,95.9347372
MIR6509,89.96430514
GIMAP1-GIMAP5,52.56140691
SMARCD3,88.49377944
NUB1,110.3819149
RHEB,82.90144641
PAXIP1,63.43132814
RNF32,92.31247182
DOCK5,125.553944
VPS13B,106.5795634
RSPO2,125.3471316
MCPH1,112.6732479
LONRF1,70.79571261
SGCZ,67.10770286
TNFRSF10A,89.52068495
RAB11FIP1,170.4963028
SPIDR,84.87684585
SNTG1,50.34211123
PXDNL,152.3419027
TOX,195.8122276
LOC102724623,94.29418926
NCOA2,132.3480829
STAU2,112.8890378
ZFHX4-AS1,82.60129816
ZFHX4,60.65734127
C8orf37-AS1,111.9229556
STK3,145.6826156
NCALD,54.34874089
RIMS2,136.5837521
ENPP2,60.36626406
PVT1,60.715529
ASAP1,63.20774589
AGO2,132.1933262
ERICH1,179.4155354
MFHAS1,61.98313666
BLK,109.9325338
MTUS1,88.21088722
LOC286059,61.64322901
LOC101929294,56.65215643
NUGGC,58.11091574
PNOC,78.27179289
INTS9,132.1848375
KIF13B,133.8231366
WRN,181.9323829
WHSC1L1,160.7354567
ADAM9,106.0962322
ADAM32,61.13927887
KAT6A,52.31475763
SLC20A2,91.08347556
RNF170,99.86089586
PRKDC,75.86799398
MCM4,66.94557176
ATP6V1H,109.6010008
RGS20,97.766936
TCEA1,53.56085874
MRPL15,103.6644293
XKR4,94.80662792
LYN,86.74323144
FAM110B,76.652951
NSMAF,119.0927157
RAB2A,138.1431049
CHD7,90.45127413
CLVS1,52.78436933
ASPH,50.64581194
CYP7B1,107.8694786
PDE7A,102.2405679
C8orf44-SGK3,58.44322473
CSPP1,51.67674834
CPA6,165.303289
SLCO5A1,171.7745071
EYA1,118.2752261
MSC-AS1,186.1290631
MRPS28,92.9589083
TPD52,116.7994834
PAG1,117.1967786
LAPTM4B,54.58197522
UBR5,96.99056753
AZIN1-AS1,50.70039833
BAALC,54.38265102
LRP12,71.13277724
OXR1,122.0230087
TRPS1,142.9305352
EIF3H,121.6259777
EXT1,153.3649632
ZHX2,63.50864627
MTSS1,115.4241145
NSMCE2,220.2846111
CASC21,148.7793307
CASC8,139.3443043
CCDC26,124.2505385
FAM49B,163.9907642
PHF20L1,166.9826553
TG,140.017289
ST3GAL1,129.1152592
ZFAT,86.44509343
KHDRBS3,61.36274003
PTK2,126.501087
TSNARE1,108.751823
AGPAT5,104.5397435
SGK223,127.7134152
ERI1,73.73626404
PINX1,160.7859497
FAM167A,75.87804525
XPO7,101.5851774
TNFRSF10D,56.22236377
ELP3,93.90063051
LOC102723701,61.17527494
ERLIN2,61.17527494
BAG4,54.95178705
GOLGA7,74.78992726
AP3M2,122.8553398
PLAT,79.01246825
IKBKB,57.9013981
HGSNAT,67.11626604
C8orf44,58.44322473
PEX2,272.8035024
ZC2HC1A,183.0536787
ZBTB10,120.9208955
LOC101929709,78.05537217
RIPK2,75.15018404
FLJ46284,85.8177227
TMEM67,144.7390475
DPY19L4,119.127161
UQCRB,82.186827
ANKRD46,55.20055595
ODF1,136.9641937
BAALC-AS1,54.38265102
DERL1,56.66390688
CCAT1,84.27748798
MIR5194,163.9907642
EFR3A,59.72448465
EEF1D,159.7345161
TIGD5,159.7345161
ZNF623,54.41475134
PLEC,57.98998487
PARP10,57.98998487
ZNF250,67.59365673
SMARCA2,218.9205669
ADAMTSL1,63.10055451
FOCAD,78.06541176
CDKN2B-AS1,108.2833814
TRPM3,126.7112764
PCSK5,80.42577946
FRMD3,65.95655594
DAPK1,105.9282997
C9orf3,159.0064943
ERP44,91.61779753
PTPN3,55.63687743
ASTN2,111.944241
TTLL11,56.22402389
PLGRKT,78.15066233
UHRF2,76.69955108
GLDC,138.6282402
KDM4C,112.5526934
PSIP1,62.60684999
DENND4C,65.05016513
MLLT3,86.03365234
MOB3B,58.85369701
B4GALT1,65.24746664
UBAP2,132.7102081
UNC13B,103.0436798
PAX5,74.42789005
ZCCHC7,121.1391307
SHB,70.85960293
PIP5K1B,107.9010382
TRPM6,125.6105513
TLE4,59.95927274
AGTPBP1,85.89840589
SEMA4D,126.9229687
AUH,128.9833801
CENPP,55.795526
FANCC,73.67689337
ERCC6L2,72.84280277
HABP4,162.0626341
LOC100499484-C9ORF174,106.4633163
CCDC180,90.27106518
TMOD1,95.14415097
CORO2A,66.5890009
GABBR2,82.35439922
LOC101928438,128.9254393
INVS,71.49547253
TMEM245,89.47302601
PALM2,52.3274347
PALM2-AKAP2,198.4577885
LPAR1,94.83198273
C9orf84,106.2570947
UGCG,68.5515064
SUSD1,114.6242619
PTBP3,72.37187945
HSDL2,95.6073247
SNX30,177.0432955
INIP,69.34833309
TNC,96.64084449
1-Dec,106.3967073
CNTRL,50.2462888
STOM,118.9172499
DENND1A,60.86160632
GAPVD1,136.9607389
MAPKAP1,161.5714623
RALGPS1,83.04005692
GARNL3,50.97333394
ST6GALNAC4,79.14319807
FNBP1,129.0719655
ABL1,88.63894441
RAPGEF1,77.41799082
MED27,163.3734119
LOC101448202,179.8190178
MAN1B1,54.93747245
EXD3,98.90463003
EHMT1,64.07740512
SLC1A1,104.0910733
CDC37L1,60.34565322
CD274,76.56753006
PDCD1LG2,141.525491
MTAP,157.3454327
UBE2R2,155.4180656
RNF38,55.81274132
DCAF10,82.37159721
LINC01506,67.72692166
LOC101927069,78.23056048
GCNT1,50.71330182
ZCCHC6,73.45652676
LOC101927847,74.00198544
LINC00484,222.7926262
ASPN,55.15317391
LINC00476,292.0327461
LOC286359,57.17817464
TSTD2,68.48803689
TGFBR1,124.0816344
STX17,124.7983163
NIPSNAP3B,93.08417066
CTNNAL1,67.83355989
FKBP15,64.94409259
PHF19,141.1640922
TRAF1,58.53756347
FAM102A,95.38225399
PTPA,132.9420716
GPR107,68.16434989
FIBCD1,67.1437298
AGPAT2,50.69872513
C9orf139,50.73558083
-,92.761137
TBL1X,59.28187472
FRMPD4,149.534807
PTCHD1-AS,210.7087411
IL1RAPL1,244.4311577
DMD,72.76284615
ARHGEF9,108.0597
NHSL2,113.9224471
DIAPH2,73.05728539
ENOX2,75.64209217
AFF2,73.5414606
DHRSX,72.0174282
CD99,69.55075919
SHROOM2,85.32865191
OFD1,79.49163666
PIR-FIGF,60.87656298
PIR,60.87656298
REPS2,78.30587511
CDKL5,97.03076621
RPS6KA3,151.2751452
ACOT9,70.57402804
POLA1,132.0789354
RPGR,110.4346797
CXorf38,60.40129923
USP9X,53.95707871
CASK,61.04348029
KDM6A,56.44153036
SLC9A7,134.3097846
JADE3,186.051787
KLF8,53.3700235
KIF4A,81.86454236
HDAC8,102.6076511
PHKA1,90.73745947
COL4A6,76.10182527
ACSL4,63.64324779
PLS3,65.80366686
DANT2,137.9578266
KLHL13,62.0564699
WDR44,106.4307362
6-Sep,145.8593626
GRIA3,99.79011126
MTM1,79.93837115
CRLF2,79.47732678
P2RY8,72.83912457
GEMIN8,104.3813563
MOSPD2,84.75637364
FIGF,58.87974462
GRPR,67.54269111
CXorf23,61.79713225
GK,183.4947319
CHST7,55.37579853
MSN,113.2808228
LHFPL1,65.37559984
IL13RA1,104.8936111
LONRF3,65.94659329
MIR766,145.8593626
RAP2C,73.61999245
F9,89.26699598
RSU1,66.02936681
PRTFDC1,74.61995328
NRP1,70.27866151
NRG3,60.17905824
CAMK1D,79.45480224
FAM107B,185.5742443
PARD3,84.3155219
CCNY,134.0907052
PRKG1,75.14774808
PCDH15,119.4945819
JMJD1C,128.3455674
CTNNA3,55.765709
CDH23,66.07539136
KCNMA1,55.98446493
RNLS,77.43567839
ENTPD1,107.3011585
ENTPD1-AS1,107.3011585
DNMBP,106.1233624
DNMBP-AS1,106.1233624
C10orf76,78.03772049
NT5C2,192.4469142
VTI1A,127.2039984
ZMYND11,53.92980031
DIP2C,90.88798909
ADARB2,134.5845565
PRKCQ,51.20054959
CELF2,116.3223531
CELF2-AS2,55.11934881
UPF2,97.96701222
FRMD4A,112.952276
NMT2,62.63519872
CUBN,56.3708933
STAM,134.1186676
DNAJC1,73.30320999
PIP4K2A,75.21100049
ARHGAP21,92.87275569
APBB1IP,99.44534383
PDSS1,73.24070639
ZNF438,115.8172759
ZEB1,96.90271936
EPC1,60.31273046
CSGALNACT2,83.87915375
MAPK8,239.4263495
WDFY4,53.93963212
SGMS1,253.2985606
CISD1,82.30010858
ARID5B,99.92124719
ZNF365,78.47553997
LRRC20,108.4544001
C10orf54,66.07539136
ASCC1,87.45328871
MICU1,64.29553313
PPP3CB,240.9508619
CAMK2G,55.61325881
VCL,104.9887005
ADK,150.7312099
KAT6B,90.37084071
ZMIZ1,91.15540653
SH2D4B,54.41491009
BMPR1A,108.212545
RPP30,93.72086963
TNKS2,72.97187378
BTAF1,60.53818995
CPEB3,118.4359191
TBC1D12,89.57405671
HELLS,274.8015095
SORBS1,50.63281771
ZNF518A,67.99814965
ENTPD7,202.2927465
SUFU,55.32005554
CNNM2,143.2935976
CFAP58,55.59044328
SORCS1,73.66174919
LINC01435,110.8363964
XPNPEP1,67.34159194
ADD3,51.85947826
RBM20,343.2652793
CASP7,77.42919872
FAM160B1,215.0190695
CACUL1,83.2243088
INPP5F,68.26665086
ATE1,104.1488314
CPXM2,58.89724975
FAM53B,122.6589285
CTBP2,82.33736682
MGMT,125.8405704
STK32C,107.6218682
INPP5A,94.69031554
MIR7641-2,90.88798909
WDR37,85.17491204
NET1,111.9783809
ANKRD16,51.10739559
IL15RA,56.93550598
IL2RA,205.3166201
DHTKD1,72.28674951
DCLRE1C,54.05202507
VIM-AS1,117.9992206
VIM,132.5501971
SLC39A12,86.31549576
SLC39A12-AS1,86.31549576
MKX,113.1370047
ITGB1,136.4198136
ZNF33A,85.29638692
VSTM4,84.34990111
C10orf128,98.01598377
CSTF2T,75.14774808
SLC16A9,72.21406882
SRGN,62.67595067
LOC101928994,50.22253476
HKDC1,50.22253476
NPFFR1,92.98693634
PSAP,97.12469898
CHST3,61.03440206
PPP3CB-AS1,240.9508619
SEC24C,106.5247519
RPS24,86.06870071
TSPAN14,67.34836771
LOC105378397,58.34184662
LIPF,77.52376867
LIPN,118.0450228
ANKRD22,73.85098567
STAMBPL1,118.8174108
LINC01375,63.31213763
TNKS2-AS1,72.97187378
DNTT,118.7720505
COX15,202.2927465
ERLIN1,136.4727179
CWF19L1,58.46044353
SNORA12,58.46044353
ACTR1A,55.32005554
CFAP58-AS1,55.59044328
ADD3-AS1,116.1402676
MXI1,127.9230855
DUSP5,90.68551187
NHLRC2,73.17324917
TDRD1,59.35537202
FAM45A,67.99014881
FAM45BP,67.99014881
PRDX3,73.20971544
TIAL1,65.16304981
PLEKHA1,52.4421549
GLRX3,57.79363459
LINC01166,51.65232677
LINC01167,51.65232677
PAOX,72.14047866
GLB1L2,63.1643863
DGAT2,80.73378023
DLG2,249.0161216
FAT3,64.40078535
ARHGAP42,84.64781491
DSCAML1,74.57306607
PDE3B,88.53640683
NAV2,257.2300403
LRRC4C,58.8714539
C11orf49,108.448768
LRP5,79.90783673
EED,120.8232046
DISC1FP1,139.5112358
CNTN5,58.86193606
PDGFD,51.36735736
RDX,53.5285715
CADM1,252.8022062
GRIK4,96.09774891
ARHGAP32,61.70417261
NTM,96.27877921
OPCML,136.2459992
STIM1,67.25746831
APBB1,57.92620202
STK33,112.4090306
SCUBE2,217.8026077
DENND5A,53.1006525
CAND1.11,55.20823682
USP47,65.16145086
MICAL2,230.5094547
PSMA1,94.98862786
SOX6,72.72579913
NUCB2,150.979492
PLEKHA7,150.767613
GTF2H1,56.78350277
GAS2,61.74968161
CCDC73,65.99709052
ABTB2,175.4332861
SLC1A2,100.2832795
LDLRAD3,70.21826041
PRR5L,167.8742963
TTC17,81.67153461
EXT2,77.86266307
TSPAN18,57.46875092
PTPRJ,296.4160625
TMX2-CTNND1,98.65752791
CTNND1,98.65752791
LPXN,99.70685167
MS4A13,158.1332062
TMEM109,70.71312289
RARRES3,71.01242565
PACS1,76.2556946
PC,202.9784923
PPFIA1,76.83897153
RNF121,363.7548579
CLPB,107.6038991
FCHSD2,84.91862423
MAP6,82.57282915
UVRAG,188.8081151
RSF1,93.67455231
GAB2,54.98959211
NARS2,102.8774824
PRCP,56.81977951
RAB30,97.34023473
PICALM,50.94295886
ME3,124.8531733
MAML2,114.3748444
BIRC2,92.36994712
ATM,140.4765465
DDX10,162.5132546
LOC105369486,103.8446624
ALG9,66.50019909
SIK3,79.05078979
KMT2A,219.4581294
ARHGEF12,56.80154692
SORL1,99.62924388
MIR100HG,74.2973897
VWA5A,233.868236
ETS1,193.2676721
FLI1,200.5395067
LSP1,69.97155366
CYB5R2,61.91175609
ZNF143,89.54758243
RNF141,78.25222931
CTR9,50.74624248
CYP2R1,57.50508413
MIR6073,72.72579913
HPS5,59.56821097
SPTY2D1,138.370949
PTPN5,81.08699297
TCP11L1,111.8237259
FBXO3,77.09563049
NAT10,106.9214067
EHF,86.00986076
CD44,51.21087555
CREB3L1,60.96984604
SLC43A3,98.41019258
ZFP91,61.04643456
ZFP91-CNTF,61.04643456
MS4A6E,59.13159856
MS4A15,61.93938961
VWCE,86.55668625
WDR74,62.82531892
EHD1,80.87937654
ARL2-SNX15,219.2599142
SNX15,219.2599142
NAALADL1,66.28956677
EHBP1L1,63.92494272
RELA,102.3121389
SYT12,77.78888419
GRK2,93.74928976
C11orf24,92.14766209
LOC338694,76.68818671
LOC100133315,363.7548579
ARAP1,104.8273236
RNF169,60.29126379
THAP12,199.5604445
TSKU,53.41783347
LOC101928837,53.41783347
LOC101928865,107.6657777
CTSC,90.4455779
MRE11A,74.61260795
ENDOD1,63.9962054
LOC101929295,53.51704693
FAM76B,93.20097766
CCDC82,56.10749869
MMP20,123.6682387
AASDHPPT,57.11543249
SLC35F2,93.83840304
NPAT,140.4765465
FDX1,68.26566155
TEX12,263.6390999
IL10RA,153.9802368
TMPRSS4-AS1,53.41121773
POU2F3,132.5241298
MIR4493,129.1891285
PRDM10,118.0644085
LOC645177,62.15652543
PDZRN4,51.91486517
CORO1C,210.6142497
FBXW8,89.88955267
TMEM132B,65.95926178
RAD52,71.86809742
DCP1B,50.49353786
SOX5,64.59156061
BICD1,62.97018721
NELL2,76.50096288
ARID2,145.5390145
SLC38A4,58.46724791
RASSF3,233.4847926
OTOGL,108.2914475
MGAT4C,110.4077512
ANKS1B,328.8463192
C12orf42,114.3872779
CHST11,107.2468588
RBM19,80.97067684
WSB2,73.03377384
LRRC43,64.3122095
ZNF664-FAM101A,66.32478519
WNK1,192.812874
ERC1,103.2797057
CACNA1C,61.06027399
CLEC2D,190.6258721
ETV6,89.93356612
LRP6,135.3234664
DUSP16,105.255677
ATF7IP,53.81915033
GUCY2C,76.42874012
LOC100506393,81.47256861
C2CD5,58.84250907
ETNK1,78.12941429
BCAT1,212.7235097
CASC1,55.88115942
ITPR2,98.32183391
CCDC91,86.56159968
DENND5B,53.21772633
AMN1,230.1170093
FGD4,110.8374362
CPNE8,70.42182391
KIF21A,52.83139277
CNTN1,83.95814536
PPHLN1,138.7559017
TMEM117,192.1475012
ANO6,62.69078902
LOC100288798,55.55259845
SENP1,56.45907102
C12orf54,62.30887078
SPATS2,58.38696534
LIMA1,66.7869047
LARP4,81.48282804
DIP2B,87.28860821
SLC4A8,116.5998183
ATF7,70.55710173
TBC1D30,93.62171372
HMGA2,68.6077659
GRIP1,51.75723672
CAPS2,50.11244554
GLIPR1L1,50.11244554
OSBPL8,63.42416096
NAV3,215.9103401
POC1B,100.89625
LINC01619,170.8015257
EEA1,108.7606281
LOC643339,56.88840779
CRADD,155.0324561
PLXNC1,94.47348043
CEP83,78.44530779
TMCC3,227.7741407
FGD6,214.7447053
LOC105369921,60.34312512
ELK3,53.40870755
CFAP54,67.19418985
ANO4,97.31004117
STAB2,63.05301903
HSP90B1,86.26554758
HCFC2,61.5097314
SLC41A2,55.14538767
KIAA1033,54.36132643
SSH1,109.5454004
ATP2A2,80.27382127
PPTC7,75.49770209
ERP29,136.6939148
HECTD4,72.91667094
IQCD,50.89263232
MED13L,65.97484604
TAOK3,133.2493605
SPPL3,76.94427781
WDR66,153.3869334
CLIP1,82.23217675
KNTC1,81.12819898
PITPNM2,89.31634713
GTF2H3,55.01580505
DNAH10,133.6204364
NCOR2,75.28019657
LOC101927592,95.3200436
ADGRD1,57.20191977
CCND2-AS1,71.30302212
C12orf4,110.8104054
SLC2A3,83.84503614
AICDA,59.65268501
MFAP5,202.8720616
KLRG1,139.9952542
LINC00987,58.68463793
LOC400002,51.58342372
CLEC7A,85.26378664
GPRC5A,240.0755509
PLBD1-AS1,76.42874012
C12orf77,62.15652543
LRMP,148.0685339
STK38L,124.9302268
SMCO2,54.33979233
LINC00938,326.3129483
SCAF11,61.47566316
VDR,50.3822474
PFKM,56.45907102
ASB8,68.83400837
WNT10B,74.93745572
RHEBL1,50.10774265
ACVR1B,86.43662604
ITGB7,56.52429193
RBMS2,73.19696795
ZBTB39,59.24585972
STAT6,54.49752099
C12orf66,189.7443519
LOC101927901,58.8142326
LOC100507195,97.01653995
RAP1B,59.3165771
PAWR,151.3913971
LOC105369893,65.02760327
NUDT4,56.66718769
NUDT4P2,56.66718769
NUDT4P1,56.66718769
UBE2N,89.0770163
MYBPC1,109.813946
GNPTAB,92.42189547
PARPBP,78.45150259
PMCH,94.02801272
LOC101929084,100.6990744
TTC41P,136.2396044
MIR3652,86.26554758
KCCAT198,59.40104414
NUAK1,83.90510145
ISCU,149.2081309
LINC01486,91.40306998
ANKRD13A,73.7889499
RAD9B,73.51025752
TCTN1,109.4815499
SH2B3,86.4347581
TMEM116,136.6939148
NAA25,52.95269067
PTPN11,62.97588552
SDSL,56.889068
MAP1LC3B2,131.3912324
PRKAB1,69.08967936
RNF34,63.50502587
VPS37B,69.24120164
OGFOD2,128.4907642
SBNO1,79.65842465
MIR8072,247.28449
TCTN2,167.9083426
ATP6V0A2,72.3875633
LINC00944,123.2777714
SLC15A4,95.79550248
POLE,171.8735732
PXMP2,171.8735732
ZDHHC20,85.68958424
ATP8A2,71.27953799
UBL3,60.63236402
EEF1DP3,92.53728288
NBEA,69.76950992
ENOX1,53.09949633
LRCH1,161.8918831
KLF12,96.73681543
RNF219-AS1,52.93470678
COL4A2,58.68568993
TFDP1,53.75070116
PSPC1,62.24862444
ZMYM2,76.60184961
MIPEPP3,68.46791972
LINC00539,68.46791972
SACS,62.97214544
MIPEP,199.4292407
RNF17,55.76931807
USP12,173.8013444
PAN3,147.0354241
KATNAL1,120.7939589
HMGB1,61.38791018
ALOX5AP,114.009267
PDS5B,100.5560824
LINC00423,214.774612
STARD13,183.7799346
FREM2,61.72344722
LINC00598,110.0238824
FOXO1,181.7036153
ELF1,108.4409095
VWA8,86.98615373
DGKH,109.1799254
AKAP11,50.91944001
LINC01050,102.1953961
DNAJC15,75.05947164
GTF2F2,170.4057916
LINC01055,81.91552512
CPB2-AS1,158.2155199
CPB2,158.2155199
RUBCNL,90.34660999
FNDC3A,67.09706408
SETDB2-PHF11,114.366798
DLEU2,97.67171462
DLEU1,185.4174246
WDFY2,123.05766
DIAPH3,93.91289326
TDRD3,126.1244153
KLHL1,54.14296836
TBC1D4,81.56288894
LMO7,62.49871508
EDNRB,121.0012519
RBM26,148.0520305
CLDN10,232.9311012
MBNL2,162.3957424
STK24,61.75261063
UBAC2,232.8092467
PCCA,89.49033829
NALCN-AS1,55.52737311
ITGBL1,84.15172149
MYO16,138.7392627
ARHGEF7,81.74403541
RASA3,98.01241461
CRYL1,72.27663863
USP12-AS1,173.8013444
FLT3,75.36331798
SLC46A3,148.5383641
RGCC,68.85345827
LCP1,54.57129695
ITM2B,137.8945339
SETDB2,114.366798
RCBTB1,84.04043715
EBPL,94.57018224
INTS6,62.43241969
SLAIN1,109.8622494
EDNRB-AS1,121.0012519
LINC00446,106.411976
DZIP1,232.9311012
RAP2A,78.0292803
GPR18,102.5533335
TM9SF2,199.8957434
TNFSF13B,55.65988055
LINC00431,248.7192219
GPHN,99.9755829
STRN3,53.7501177
GNG2,115.3136581
DAAM1,200.1578369
PRKCH,50.56673843
PPP2R5E,119.2799583
FUT8,128.3072182
RDH11,135.7896786
STON2,77.11944961
TEP1,64.93827934
CHD8,73.56895955
PRKD1,94.24373115
AKAP6,52.50620769
BAZ1A,59.88547873
PSMA6,57.04841794
RALGAPA1,59.08597827
RALGAPA1P1,59.08597827
BRMS1L,89.38301178
FANCM,121.87256
LINC01588,94.52096006
MAP4K5,166.0580773
NIN,110.3655426
DDHD1,69.11704578
GCH1,70.0932793
SAMD4A,71.52650646
LINC01500,90.60551281
SYT16,72.34240659
SYNE2,100.7941146
CHURC1-FNTB,114.3919391
RAD51B,199.2766185
DCAF5,196.8223966
GALNT16,50.02752496
SUSD6,192.7792294
PCNX1,53.14979415
SIPA1L1,101.7872099
RGS6,253.8512943
DPF3,92.86121218
NUMB,114.8389493
ELMSAN1,81.75502323
LIN52,89.85677799
TTLL5,164.5849342
GPATCH2L,70.66871311
TMEM63C,78.59141271
TSHR,97.00173056
FOXN3,99.16520548
RPS6KA5,87.74790518
CCDC88C,124.8771518
RIN3,100.2131159
CLMN,179.5659182
LOC101929241,87.28792887
EML1,74.75845209
DYNC1H1,58.95903445
RCOR1,63.49092191
CDC42BPB,75.4583102
RNASE10,100.3253875
RNASE6,95.27685984
HNRNPC,114.1728887
SLC7A7,61.36341725
LRP10,51.99465723
DCAF11,229.1578932
NFKBIA,69.99413973
LINC01599,140.7376485
ATP5S,70.58324437
ATL1,56.22825741
ABHD12B,69.67217673
NID2,83.89109934
PTGER2,59.56639676
CNIH1,52.21007376
KTN1-AS1,80.1951378
ZBTB1,106.6998448
FNTB,114.3919391
MIR4708,82.6854639
ADAM20P1,214.7486323
MAP3K9,54.09418425
ZFYVE1,88.45345303
LOC101928143,108.8294791
DNAL1,214.4583082
ALDH6A1,89.85677799
LINC01629,101.9475577
GALC,136.5875092
ZC3H14,171.0858079
TRIP11,173.3382136
ASB2,121.8270054
WARS,59.14245387
HSP90AA1,56.91007772
MIR4539,70.97197156
ATP8B4,73.52568342
NIPA1,63.5120055
RASGRP1,81.986474
UNC13C,144.8620698
RAB27A,142.3941225
CGNL1,93.41276643
FAM81A,77.10701296
RORA-AS1,61.52695893
RORA,61.52695893
MYO9A,161.3492671
PEAK1,102.0214192
AKAP13,285.1760417
CRTC3-AS1,67.14051862
FAM189A1,60.97346275
FSIP1,190.8955407
GPR176,87.12317625
BUB1B,66.14768382
VPS39,83.54766393
UBR1,153.7956308
CASC4,171.7609087
LINC01491,243.9879951
FBN1,76.99917256
SHC4,103.5077752
TRPM7,63.85547401
AP4E1,56.24081366
CYP19A1,52.94904758
GLDN,52.0637962
LYSMD2,64.05433759
MYO5A,76.24456215
